QueryTaxID,TaxID,Rank,ScientificName
2729443,325454,genus,Deltapapillomavirus
2729443,470213,no rank,unclassified Deltapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
2741745,2741745,species,Badger papillomavirus
2741745,10239,superkingdom,Viruses
2741745,2731342,clade,Monodnaviria
2741745,2732092,kingdom,Shotokuvirae
2741745,2732415,phylum,Cossaviricota
2741745,2732421,class,Papovaviricetes
2741745,2732533,order,Zurhausenvirales
2741745,151340,family,Papillomaviridae
2741745,333774,no rank,unclassified Papillomaviridae
2741745,333938,clade,non-primate mammal papillomaviruses
QueryTaxID,TaxID,Rank,ScientificName
2744033,2744033,species,Wels catfish papillomavirus 1
2744033,10239,superkingdom,Viruses
2744033,2731342,clade,Monodnaviria
2744033,2732092,kingdom,Shotokuvirae
2744033,2732415,phylum,Cossaviricota
2744033,2732421,class,Papovaviricetes
2744033,2732533,order,Zurhausenvirales
2744033,151340,family,Papillomaviridae
2744033,333774,no rank,unclassified Papillomaviridae
QueryTaxID,TaxID,Rank,ScientificName
2751155,2751155,species,Bos taurus papillomavirus 28
2751155,10239,superkingdom,Viruses
2751155,2731342,clade,Monodnaviria
2751155,2732092,kingdom,Shotokuvirae
2751155,2732415,phylum,Cossaviricota
2751155,2732421,class,Papovaviricetes
2751155,2732533,order,Zurhausenvirales
2751155,151340,family,Papillomaviridae
2751155,2169595,subfamily,Firstpapillomavirinae
2751155,333921,genus,Xipapillomavirus
2751155,490632,no rank,unclassified Xipapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
2758380,2758380,no rank,Bos grunniens papillomavirus 1
2758380,10239,superkingdom,Viruses
2758380,2731342,clade,Monodnaviria
2758380,2732092,kingdom,Shotokuvirae
2758380,2732415,phylum,Cossaviricota
2758380,2732421,class,Papovaviricetes
2758380,2732533,order,Zurhausenvirales
2758380,151340,family,Papillomaviridae
2758380,2169595,subfamily,Firstpapillomavirinae
2758380,325454,genus,Deltapapillomavirus
2758380,337052,species,Deltapapillomavirus 4
QueryTaxID,TaxID,Rank,ScientificName
2758381,2758381,no rank,Bos taurus papillomavirus 14
2758381,10239,superkingdom,Viruses
2758381,2731342,clade,Monodnaviria
2758381,2732092,kingdom,Shotokuvirae
2758381,2732415,phylum,Cossaviricota
2758381,2732421,class,Papovaviricetes
2758381,2732533,order,Zurhausenvirales
2758381,151340,family,Papillomaviridae
2758381,2169595,subfamily,Firstpapillomavirinae
2758381,325454,genus,Deltapapillomavirus
2758381,337052,species,Deltapapillomavirus 4
QueryTaxID,TaxID,Rank,ScientificName
2758382,2758382,no rank,Bos taurus papillomavirus 2
2758382,10239,superkingdom,Viruses
2758382,2731342,clade,Monodnaviria
2758382,2732092,kingdom,Shotokuvirae
2758382,2732415,phylum,Cossaviricota
2758382,2732421,class,Papovaviricetes
2758382,2732533,order,Zurhausenvirales
2758382,151340,family,Papillomaviridae
2758382,2169595,subfamily,Firstpapillomavirinae
2758382,325454,genus,Deltapapillomavirus
2758382,337052,species,Deltapapillomavirus 4
QueryTaxID,TaxID,Rank,ScientificName
2758957,2758957,no rank,Bos taurus papillomavirus 3
2758957,10239,superkingdom,Viruses
2758957,2731342,clade,Monodnaviria
2758957,2732092,kingdom,Shotokuvirae
2758957,2732415,phylum,Cossaviricota
2758957,2732421,class,Papovaviricetes
2758957,2732533,order,Zurhausenvirales
2758957,151340,family,Papillomaviridae
2758957,2169595,subfamily,Firstpapillomavirinae
2758957,333921,genus,Xipapillomavirus
2758957,10561,species,Xipapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
2758958,2758958,no rank,Bos taurus papillomavirus 23
2758958,10239,superkingdom,Viruses
2758958,2731342,clade,Monodnaviria
2758958,2732092,kingdom,Shotokuvirae
2758958,2732415,phylum,Cossaviricota
2758958,2732421,class,Papovaviricetes
2758958,2732533,order,Zurhausenvirales
2758958,151340,family,Papillomaviridae
2758958,2169595,subfamily,Firstpapillomavirinae
2758958,333921,genus,Xipapillomavirus
2758958,10561,species,Xipapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
2758968,2758968,no rank,Bos taurus papillomavirus 8
2758968,10239,superkingdom,Viruses
2758968,2731342,clade,Monodnaviria
2758968,2732092,kingdom,Shotokuvirae
2758968,2732415,phylum,Cossaviricota
2758968,2732421,class,Papovaviricetes
2758968,2732533,order,Zurhausenvirales
2758968,151340,family,Papillomaviridae
2758968,2169595,subfamily,Firstpapillomavirinae
2758968,325459,genus,Epsilonpapillomavirus
2758968,40537,species,Epsilonpapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
2759772,2759772,no rank,Canis familiaris papillomavirus 7
2759772,10239,superkingdom,Viruses
2759772,2731342,clade,Monodnaviria
2759772,2732092,kingdom,Shotokuvirae
2759772,2732415,phylum,Cossaviricota
2759772,2732421,class,Papovaviricetes
2759772,2732533,order,Zurhausenvirales
2759772,151340,family,Papillomaviridae
2759772,2169595,subfamily,Firstpapillomavirinae
2759772,934799,genus,Taupapillomavirus
2759772,1176148,species,Taupapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
2759773,2759773,no rank,Canis familiaris papillomavirus 19
2759773,10239,superkingdom,Viruses
2759773,2731342,clade,Monodnaviria
2759773,2732092,kingdom,Shotokuvirae
2759773,2732415,phylum,Cossaviricota
2759773,2732421,class,Papovaviricetes
2759773,2732533,order,Zurhausenvirales
2759773,151340,family,Papillomaviridae
2759773,2169595,subfamily,Firstpapillomavirinae
2759773,934799,genus,Taupapillomavirus
2759773,1176148,species,Taupapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
2759889,2759889,no rank,Colobus guereza papillomavirus 1
2759889,10239,superkingdom,Viruses
2759889,2731342,clade,Monodnaviria
2759889,2732092,kingdom,Shotokuvirae
2759889,2732415,phylum,Cossaviricota
2759889,2732421,class,Papovaviricetes
2759889,2732533,order,Zurhausenvirales
2759889,151340,family,Papillomaviridae
2759889,2169595,subfamily,Firstpapillomavirinae
2759889,333750,genus,Alphapapillomavirus
2759889,931244,species,Alphapapillomavirus 14
QueryTaxID,TaxID,Rank,ScientificName
2772504,2772504,no rank,Odocoileus virginianus papillomavirus 1
2772504,10239,superkingdom,Viruses
2772504,2731342,clade,Monodnaviria
2772504,2732092,kingdom,Shotokuvirae
2772504,2732415,phylum,Cossaviricota
2772504,2732421,class,Papovaviricetes
2772504,2732533,order,Zurhausenvirales
2772504,151340,family,Papillomaviridae
2772504,2169595,subfamily,Firstpapillomavirinae
2772504,325454,genus,Deltapapillomavirus
2772504,10564,species,Deltapapillomavirus 2
QueryTaxID,TaxID,Rank,ScientificName
2772507,2772507,no rank,Oryctolagus cuniculus papillomavirus 1
2772507,10239,superkingdom,Viruses
2772507,2731342,clade,Monodnaviria
2772507,2732092,kingdom,Shotokuvirae
2772507,2732415,phylum,Cossaviricota
2772507,2732421,class,Papovaviricetes
2772507,2732533,order,Zurhausenvirales
2772507,151340,family,Papillomaviridae
2772507,2169595,subfamily,Firstpapillomavirinae
2772507,325457,genus,Kappapapillomavirus
2772507,122291,species,Kappapapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
2772508,2772508,no rank,Panthera leo persica papillomavirus 1
2772508,10239,superkingdom,Viruses
2772508,2731342,clade,Monodnaviria
2772508,2732092,kingdom,Shotokuvirae
2772508,2732415,phylum,Cossaviricota
2772508,2732421,class,Papovaviricetes
2772508,2732533,order,Zurhausenvirales
2772508,151340,family,Papillomaviridae
2772508,2169595,subfamily,Firstpapillomavirinae
2772508,325462,genus,Lambdapapillomavirus
2772508,181667,species,Lambdapapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
2773288,2773288,no rank,Psittacus erithacus papillomavirus 1
2773288,10239,superkingdom,Viruses
2773288,2731342,clade,Monodnaviria
2773288,2732092,kingdom,Shotokuvirae
2773288,2732415,phylum,Cossaviricota
2773288,2732421,class,Papovaviricetes
2773288,2732533,order,Zurhausenvirales
2773288,151340,family,Papillomaviridae
2773288,2169595,subfamily,Firstpapillomavirinae
2773288,334213,genus,Thetapapillomavirus
2773288,197772,species,Thetapapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
2773289,2773289,no rank,Puma concolor papillomavirus 1
2773289,10239,superkingdom,Viruses
2773289,2731342,clade,Monodnaviria
2773289,2732092,kingdom,Shotokuvirae
2773289,2732415,phylum,Cossaviricota
2773289,2732421,class,Papovaviricetes
2773289,2732533,order,Zurhausenvirales
2773289,151340,family,Papillomaviridae
2773289,2169595,subfamily,Firstpapillomavirinae
2773289,325462,genus,Lambdapapillomavirus
2773289,181667,species,Lambdapapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
2773313,2773313,no rank,Rangifer tarandus papillomavirus 1
2773313,10239,superkingdom,Viruses
2773313,2731342,clade,Monodnaviria
2773313,2732092,kingdom,Shotokuvirae
2773313,2732415,phylum,Cossaviricota
2773313,2732421,class,Papovaviricetes
2773313,2732533,order,Zurhausenvirales
2773313,151340,family,Papillomaviridae
2773313,2169595,subfamily,Firstpapillomavirinae
2773313,325454,genus,Deltapapillomavirus
2773313,10565,species,Deltapapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
2777991,2777991,no rank,unclassified Xipapillomavirus 1
2777991,10239,superkingdom,Viruses
2777991,2731342,clade,Monodnaviria
2777991,2732092,kingdom,Shotokuvirae
2777991,2732415,phylum,Cossaviricota
2777991,2732421,class,Papovaviricetes
2777991,2732533,order,Zurhausenvirales
2777991,151340,family,Papillomaviridae
2777991,2169595,subfamily,Firstpapillomavirinae
2777991,333921,genus,Xipapillomavirus
2777991,10561,species,Xipapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
2777992,2777992,no rank,Bos taurus papillomavirus 29
2777992,10239,superkingdom,Viruses
2777992,2731342,clade,Monodnaviria
2777992,2732092,kingdom,Shotokuvirae
2777992,2732415,phylum,Cossaviricota
2777992,2732421,class,Papovaviricetes
2777992,2732533,order,Zurhausenvirales
2777992,151340,family,Papillomaviridae
2777992,2169595,subfamily,Firstpapillomavirinae
2777992,333921,genus,Xipapillomavirus
2777992,10561,species,Xipapillomavirus 1
2777992,2777991,no rank,unclassified Xipapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
2779844,2779844,no rank,Macaca mulata papillomavirus 1
2779844,10239,superkingdom,Viruses
2779844,2731342,clade,Monodnaviria
2779844,2732092,kingdom,Shotokuvirae
2779844,2732415,phylum,Cossaviricota
2779844,2732421,class,Papovaviricetes
2779844,2732533,order,Zurhausenvirales
2779844,151340,family,Papillomaviridae
2779844,2169595,subfamily,Firstpapillomavirinae
2779844,333750,genus,Alphapapillomavirus
2779844,10570,species,Alphapapillomavirus 12
QueryTaxID,TaxID,Rank,ScientificName
2780172,2780172,species,Equus caballus papillomavirus Munday/Sim
2780172,10239,superkingdom,Viruses
2780172,2731342,clade,Monodnaviria
2780172,2732092,kingdom,Shotokuvirae
2780172,2732415,phylum,Cossaviricota
2780172,2732421,class,Papovaviricetes
2780172,2732533,order,Zurhausenvirales
2780172,151340,family,Papillomaviridae
2780172,333774,no rank,unclassified Papillomaviridae
2780172,333938,clade,non-primate mammal papillomaviruses
QueryTaxID,TaxID,Rank,ScientificName
2788133,2788133,no rank,unclassified Chipapillomavirus
2788133,10239,superkingdom,Viruses
2788133,2731342,clade,Monodnaviria
2788133,2732092,kingdom,Shotokuvirae
2788133,2732415,phylum,Cossaviricota
2788133,2732421,class,Papovaviricetes
2788133,2732533,order,Zurhausenvirales
2788133,151340,family,Papillomaviridae
2788133,2169595,subfamily,Firstpapillomavirinae
2788133,934800,genus,Chipapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
2788179,2788179,no rank,unclassified Dyodeltapapillomavirus
2788179,10239,superkingdom,Viruses
2788179,2731342,clade,Monodnaviria
2788179,2732092,kingdom,Shotokuvirae
2788179,2732415,phylum,Cossaviricota
2788179,2732421,class,Papovaviricetes
2788179,2732533,order,Zurhausenvirales
2788179,151340,family,Papillomaviridae
2788179,2169595,subfamily,Firstpapillomavirinae
2788179,936056,genus,Dyodeltapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
2788592,2788592,no rank,unclassified Treisetapapillomavirus
2788592,10239,superkingdom,Viruses
2788592,2731342,clade,Monodnaviria
2788592,2732092,kingdom,Shotokuvirae
2788592,2732415,phylum,Cossaviricota
2788592,2732421,class,Papovaviricetes
2788592,2732533,order,Zurhausenvirales
2788592,151340,family,Papillomaviridae
2788592,2169595,subfamily,Firstpapillomavirinae
2788592,1921823,genus,Treisetapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
2788745,2788745,no rank,unclassified Firstpapillomavirinae
2788745,10239,superkingdom,Viruses
2788745,2731342,clade,Monodnaviria
2788745,2732092,kingdom,Shotokuvirae
2788745,2732415,phylum,Cossaviricota
2788745,2732421,class,Papovaviricetes
2788745,2732533,order,Zurhausenvirales
2788745,151340,family,Papillomaviridae
2788745,2169595,subfamily,Firstpapillomavirinae
QueryTaxID,TaxID,Rank,ScientificName
2809357,2809357,species,Dyodeltapapillomavirus sp.
2809357,10239,superkingdom,Viruses
2809357,2731342,clade,Monodnaviria
2809357,2732092,kingdom,Shotokuvirae
2809357,2732415,phylum,Cossaviricota
2809357,2732421,class,Papovaviricetes
2809357,2732533,order,Zurhausenvirales
2809357,151340,family,Papillomaviridae
2809357,2169595,subfamily,Firstpapillomavirinae
2809357,936056,genus,Dyodeltapapillomavirus
2809357,2788179,no rank,unclassified Dyodeltapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
2809408,2809408,species,Firstpapillomavirinae sp.
2809408,10239,superkingdom,Viruses
2809408,2731342,clade,Monodnaviria
2809408,2732092,kingdom,Shotokuvirae
2809408,2732415,phylum,Cossaviricota
2809408,2732421,class,Papovaviricetes
2809408,2732533,order,Zurhausenvirales
2809408,151340,family,Papillomaviridae
2809408,2169595,subfamily,Firstpapillomavirinae
2809408,2788745,no rank,unclassified Firstpapillomavirinae
QueryTaxID,TaxID,Rank,ScientificName
28311,28311,serotype,Human papillomavirus type 63
28311,10239,superkingdom,Viruses
28311,2731342,clade,Monodnaviria
28311,2732092,kingdom,Shotokuvirae
28311,2732415,phylum,Cossaviricota
28311,2732421,class,Papovaviricetes
28311,2732533,order,Zurhausenvirales
28311,151340,family,Papillomaviridae
28311,2169595,subfamily,Firstpapillomavirinae
28311,334202,genus,Mupapillomavirus
28311,334204,species,Mupapillomavirus 2
QueryTaxID,TaxID,Rank,ScientificName
28312,28312,serotype,Human papillomavirus 65
28312,10239,superkingdom,Viruses
28312,2731342,clade,Monodnaviria
28312,2732092,kingdom,Shotokuvirae
28312,2732415,phylum,Cossaviricota
28312,2732421,class,Papovaviricetes
28312,2732533,order,Zurhausenvirales
28312,151340,family,Papillomaviridae
28312,2169595,subfamily,Firstpapillomavirinae
28312,325455,genus,Gammapapillomavirus
28312,333926,species,Gammapapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
2831903,2831903,species,Martes foina papillomavirus 1
2831903,10239,superkingdom,Viruses
2831903,2731342,clade,Monodnaviria
2831903,2732092,kingdom,Shotokuvirae
2831903,2732415,phylum,Cossaviricota
2831903,2732421,class,Papovaviricetes
2831903,2732533,order,Zurhausenvirales
2831903,151340,family,Papillomaviridae
2831903,333774,no rank,unclassified Papillomaviridae
2831903,333938,clade,non-primate mammal papillomaviruses
QueryTaxID,TaxID,Rank,ScientificName
2847078,2847078,no rank,Felis domesticus papillomavirus 1
2847078,10239,superkingdom,Viruses
2847078,2731342,clade,Monodnaviria
2847078,2732092,kingdom,Shotokuvirae
2847078,2732415,phylum,Cossaviricota
2847078,2732421,class,Papovaviricetes
2847078,2732533,order,Zurhausenvirales
2847078,151340,family,Papillomaviridae
2847078,2169595,subfamily,Firstpapillomavirinae
2847078,325462,genus,Lambdapapillomavirus
2847078,181667,species,Lambdapapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
2847277,2847277,no rank,Rusa timorensis papillomavirus 1
2847277,10239,superkingdom,Viruses
2847277,2731342,clade,Monodnaviria
2847277,2732092,kingdom,Shotokuvirae
2847277,2732415,phylum,Cossaviricota
2847277,2732421,class,Papovaviricetes
2847277,2732533,order,Zurhausenvirales
2847277,151340,family,Papillomaviridae
2847277,2169595,subfamily,Firstpapillomavirinae
2847277,2169616,genus,Treisthetapapillomavirus
2847277,2170237,species,Treisthetapapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
2847841,2847841,no rank,Macaca fascicularis papillomavirus 1
2847841,10239,superkingdom,Viruses
2847841,2731342,clade,Monodnaviria
2847841,2732092,kingdom,Shotokuvirae
2847841,2732415,phylum,Cossaviricota
2847841,2732421,class,Papovaviricetes
2847841,2732533,order,Zurhausenvirales
2847841,151340,family,Papillomaviridae
2847841,2169595,subfamily,Firstpapillomavirinae
2847841,333922,genus,Betapapillomavirus
2847841,337051,species,Betapapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
2848316,2848316,no rank,Trichechus manatus latirostris papillomavirus 3
2848316,10239,superkingdom,Viruses
2848316,2731342,clade,Monodnaviria
2848316,2732092,kingdom,Shotokuvirae
2848316,2732415,phylum,Cossaviricota
2848316,2732421,class,Papovaviricetes
2848316,2732533,order,Zurhausenvirales
2848316,151340,family,Papillomaviridae
2848316,2169595,subfamily,Firstpapillomavirinae
2848316,936057,genus,Rhopapillomavirus
2848316,1961785,species,Rhopapillomavirus 2
QueryTaxID,TaxID,Rank,ScientificName
2848317,2848317,no rank,Trichechus manatus latirostris papillomavirus 4
2848317,10239,superkingdom,Viruses
2848317,2731342,clade,Monodnaviria
2848317,2732092,kingdom,Shotokuvirae
2848317,2732415,phylum,Cossaviricota
2848317,2732421,class,Papovaviricetes
2848317,2732533,order,Zurhausenvirales
2848317,151340,family,Papillomaviridae
2848317,2169595,subfamily,Firstpapillomavirinae
2848317,936057,genus,Rhopapillomavirus
2848317,1961785,species,Rhopapillomavirus 2
QueryTaxID,TaxID,Rank,ScientificName
2848323,2848323,no rank,Tursiops truncatus papillomavirus 3
2848323,10239,superkingdom,Viruses
2848323,2731342,clade,Monodnaviria
2848323,2732092,kingdom,Shotokuvirae
2848323,2732415,phylum,Cossaviricota
2848323,2732421,class,Papovaviricetes
2848323,2732533,order,Zurhausenvirales
2848323,151340,family,Papillomaviridae
2848323,2169595,subfamily,Firstpapillomavirinae
2848323,936058,genus,Upsilonpapillomavirus
2848323,1176150,species,Upsilonpapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
2848325,2848325,no rank,Uncia uncia papillomavirus 1
2848325,10239,superkingdom,Viruses
2848325,2731342,clade,Monodnaviria
2848325,2732092,kingdom,Shotokuvirae
2848325,2732415,phylum,Cossaviricota
2848325,2732421,class,Papovaviricetes
2848325,2732533,order,Zurhausenvirales
2848325,151340,family,Papillomaviridae
2848325,2169595,subfamily,Firstpapillomavirinae
2848325,325462,genus,Lambdapapillomavirus
2848325,181667,species,Lambdapapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
2848423,2848423,no rank,human papillomavirus 85
2848423,10239,superkingdom,Viruses
2848423,2731342,clade,Monodnaviria
2848423,2732092,kingdom,Shotokuvirae
2848423,2732415,phylum,Cossaviricota
2848423,2732421,class,Papovaviricetes
2848423,2732533,order,Zurhausenvirales
2848423,151340,family,Papillomaviridae
2848423,2169595,subfamily,Firstpapillomavirinae
2848423,333750,genus,Alphapapillomavirus
2848423,337042,species,Alphapapillomavirus 7
QueryTaxID,TaxID,Rank,ScientificName
2849007,2849007,species,Urolophus aurantiacus papillomavirus 1
2849007,10239,superkingdom,Viruses
2849007,2731342,clade,Monodnaviria
2849007,2732092,kingdom,Shotokuvirae
2849007,2732415,phylum,Cossaviricota
2849007,2732421,class,Papovaviricetes
2849007,2732533,order,Zurhausenvirales
2849007,151340,family,Papillomaviridae
2849007,333774,no rank,unclassified Papillomaviridae
QueryTaxID,TaxID,Rank,ScientificName
2849008,2849008,species,Urolophus aurantiacus papillomavirus 2
2849008,10239,superkingdom,Viruses
2849008,2731342,clade,Monodnaviria
2849008,2732092,kingdom,Shotokuvirae
2849008,2732415,phylum,Cossaviricota
2849008,2732421,class,Papovaviricetes
2849008,2732533,order,Zurhausenvirales
2849008,151340,family,Papillomaviridae
2849008,333774,no rank,unclassified Papillomaviridae
QueryTaxID,TaxID,Rank,ScientificName
2849141,2849141,species,Alouatta caraya papillomavirus
2849141,10239,superkingdom,Viruses
2849141,2731342,clade,Monodnaviria
2849141,2732092,kingdom,Shotokuvirae
2849141,2732415,phylum,Cossaviricota
2849141,2732421,class,Papovaviricetes
2849141,2732533,order,Zurhausenvirales
2849141,151340,family,Papillomaviridae
2849141,333774,no rank,unclassified Papillomaviridae
QueryTaxID,TaxID,Rank,ScientificName
2849142,2849142,species,Sapajus sp. papillomavirus
2849142,10239,superkingdom,Viruses
2849142,2731342,clade,Monodnaviria
2849142,2732092,kingdom,Shotokuvirae
2849142,2732415,phylum,Cossaviricota
2849142,2732421,class,Papovaviricetes
2849142,2732533,order,Zurhausenvirales
2849142,151340,family,Papillomaviridae
2849142,333774,no rank,unclassified Papillomaviridae
QueryTaxID,TaxID,Rank,ScientificName
2853106,2853106,species,Human papillomavirus AZ1_1
2853106,10239,superkingdom,Viruses
2853106,2731342,clade,Monodnaviria
2853106,2732092,kingdom,Shotokuvirae
2853106,2732415,phylum,Cossaviricota
2853106,2732421,class,Papovaviricetes
2853106,2732533,order,Zurhausenvirales
2853106,151340,family,Papillomaviridae
2853106,333774,no rank,unclassified Papillomaviridae
QueryTaxID,TaxID,Rank,ScientificName
2855326,2855326,species,Anas platyrhynchos papillomavirus 2
2855326,10239,superkingdom,Viruses
2855326,2731342,clade,Monodnaviria
2855326,2732092,kingdom,Shotokuvirae
2855326,2732415,phylum,Cossaviricota
2855326,2732421,class,Papovaviricetes
2855326,2732533,order,Zurhausenvirales
2855326,151340,family,Papillomaviridae
2855326,333774,no rank,unclassified Papillomaviridae
QueryTaxID,TaxID,Rank,ScientificName
2859883,2859883,species,Archaeolacerta bedriagae papillomavirus 1
2859883,10239,superkingdom,Viruses
2859883,2731342,clade,Monodnaviria
2859883,2732092,kingdom,Shotokuvirae
2859883,2732415,phylum,Cossaviricota
2859883,2732421,class,Papovaviricetes
2859883,2732533,order,Zurhausenvirales
2859883,151340,family,Papillomaviridae
2859883,333774,no rank,unclassified Papillomaviridae
QueryTaxID,TaxID,Rank,ScientificName
2859884,2859884,species,Rhinella marina papillomavirus 1
2859884,10239,superkingdom,Viruses
2859884,2731342,clade,Monodnaviria
2859884,2732092,kingdom,Shotokuvirae
2859884,2732415,phylum,Cossaviricota
2859884,2732421,class,Papovaviricetes
2859884,2732533,order,Zurhausenvirales
2859884,151340,family,Papillomaviridae
2859884,333774,no rank,unclassified Papillomaviridae
QueryTaxID,TaxID,Rank,ScientificName
2859903,2859903,species,Oreolalax rhodostigmatus papillomavirus 1
2859903,10239,superkingdom,Viruses
2859903,2731342,clade,Monodnaviria
2859903,2732092,kingdom,Shotokuvirae
2859903,2732415,phylum,Cossaviricota
2859903,2732421,class,Papovaviricetes
2859903,2732533,order,Zurhausenvirales
2859903,151340,family,Papillomaviridae
2859903,333774,no rank,unclassified Papillomaviridae
QueryTaxID,TaxID,Rank,ScientificName
2862952,2862952,species,Red-billed gull papillomavirus
2862952,10239,superkingdom,Viruses
2862952,2731342,clade,Monodnaviria
2862952,2732092,kingdom,Shotokuvirae
2862952,2732415,phylum,Cossaviricota
2862952,2732421,class,Papovaviricetes
2862952,2732533,order,Zurhausenvirales
2862952,151340,family,Papillomaviridae
2862952,333774,no rank,unclassified Papillomaviridae
QueryTaxID,TaxID,Rank,ScientificName
2863864,2863864,species,Papillomaviridae sp. Haddock_c145
2863864,10239,superkingdom,Viruses
2863864,2731342,clade,Monodnaviria
2863864,2732092,kingdom,Shotokuvirae
2863864,2732415,phylum,Cossaviricota
2863864,2732421,class,Papovaviricetes
2863864,2732533,order,Zurhausenvirales
2863864,151340,family,Papillomaviridae
2863864,333774,no rank,unclassified Papillomaviridae
QueryTaxID,TaxID,Rank,ScientificName
2863865,2863865,species,Papillomaviridae sp. Haddock_c2655
2863865,10239,superkingdom,Viruses
2863865,2731342,clade,Monodnaviria
2863865,2732092,kingdom,Shotokuvirae
2863865,2732415,phylum,Cossaviricota
2863865,2732421,class,Papovaviricetes
2863865,2732533,order,Zurhausenvirales
2863865,151340,family,Papillomaviridae
2863865,333774,no rank,unclassified Papillomaviridae
QueryTaxID,TaxID,Rank,ScientificName
2863866,2863866,species,Papillomaviridae sp. Haddock_c45
2863866,10239,superkingdom,Viruses
2863866,2731342,clade,Monodnaviria
2863866,2732092,kingdom,Shotokuvirae
2863866,2732415,phylum,Cossaviricota
2863866,2732421,class,Papovaviricetes
2863866,2732533,order,Zurhausenvirales
2863866,151340,family,Papillomaviridae
2863866,333774,no rank,unclassified Papillomaviridae
QueryTaxID,TaxID,Rank,ScientificName
2863867,2863867,species,Papillomaviridae sp. Haddock_c6033
2863867,10239,superkingdom,Viruses
2863867,2731342,clade,Monodnaviria
2863867,2732092,kingdom,Shotokuvirae
2863867,2732415,phylum,Cossaviricota
2863867,2732421,class,Papovaviricetes
2863867,2732533,order,Zurhausenvirales
2863867,151340,family,Papillomaviridae
2863867,333774,no rank,unclassified Papillomaviridae
QueryTaxID,TaxID,Rank,ScientificName
2863868,2863868,species,Papillomaviridae sp. Seabass_c17043
2863868,10239,superkingdom,Viruses
2863868,2731342,clade,Monodnaviria
2863868,2732092,kingdom,Shotokuvirae
2863868,2732415,phylum,Cossaviricota
2863868,2732421,class,Papovaviricetes
2863868,2732533,order,Zurhausenvirales
2863868,151340,family,Papillomaviridae
2863868,333774,no rank,unclassified Papillomaviridae
QueryTaxID,TaxID,Rank,ScientificName
2863869,2863869,species,Papillomaviridae sp. Seabass_c1851
2863869,10239,superkingdom,Viruses
2863869,2731342,clade,Monodnaviria
2863869,2732092,kingdom,Shotokuvirae
2863869,2732415,phylum,Cossaviricota
2863869,2732421,class,Papovaviricetes
2863869,2732533,order,Zurhausenvirales
2863869,151340,family,Papillomaviridae
2863869,333774,no rank,unclassified Papillomaviridae
QueryTaxID,TaxID,Rank,ScientificName
2863870,2863870,species,Papillomaviridae sp. Seabass_c24797
2863870,10239,superkingdom,Viruses
2863870,2731342,clade,Monodnaviria
2863870,2732092,kingdom,Shotokuvirae
2863870,2732415,phylum,Cossaviricota
2863870,2732421,class,Papovaviricetes
2863870,2732533,order,Zurhausenvirales
2863870,151340,family,Papillomaviridae
2863870,333774,no rank,unclassified Papillomaviridae
QueryTaxID,TaxID,Rank,ScientificName
2866011,2866011,species,Bos taurus papillomavirus 30
2866011,10239,superkingdom,Viruses
2866011,2731342,clade,Monodnaviria
2866011,2732092,kingdom,Shotokuvirae
2866011,2732415,phylum,Cossaviricota
2866011,2732421,class,Papovaviricetes
2866011,2732533,order,Zurhausenvirales
2866011,151340,family,Papillomaviridae
2866011,333774,no rank,unclassified Papillomaviridae
2866011,333938,clade,non-primate mammal papillomaviruses
QueryTaxID,TaxID,Rank,ScientificName
2866012,2866012,species,Bos taurus papillomavirus
2866012,10239,superkingdom,Viruses
2866012,2731342,clade,Monodnaviria
2866012,2732092,kingdom,Shotokuvirae
2866012,2732415,phylum,Cossaviricota
2866012,2732421,class,Papovaviricetes
2866012,2732533,order,Zurhausenvirales
2866012,151340,family,Papillomaviridae
2866012,333774,no rank,unclassified Papillomaviridae
2866012,333938,clade,non-primate mammal papillomaviruses
QueryTaxID,TaxID,Rank,ScientificName
2866013,2866013,species,Bos taurus papillomavirus 39
2866013,10239,superkingdom,Viruses
2866013,2731342,clade,Monodnaviria
2866013,2732092,kingdom,Shotokuvirae
2866013,2732415,phylum,Cossaviricota
