QueryTaxID,TaxID,Rank,ScientificName
1513246,2731342,clade,Monodnaviria
1513246,2732092,kingdom,Shotokuvirae
1513246,2732415,phylum,Cossaviricota
1513246,2732421,class,Papovaviricetes
1513246,2732533,order,Zurhausenvirales
1513246,151340,family,Papillomaviridae
1513246,2169595,subfamily,Firstpapillomavirinae
QueryTaxID,TaxID,Rank,ScientificName
1513247,1513247,species,Dyokappapapillomavirus 1
1513247,10239,superkingdom,Viruses
1513247,2731342,clade,Monodnaviria
1513247,2732092,kingdom,Shotokuvirae
1513247,2732415,phylum,Cossaviricota
1513247,2732421,class,Papovaviricetes
1513247,2732533,order,Zurhausenvirales
1513247,151340,family,Papillomaviridae
1513247,2169595,subfamily,Firstpapillomavirinae
1513247,1513238,genus,Dyokappapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513248,1513248,species,Dyolambdapapillomavirus 1
1513248,10239,superkingdom,Viruses
1513248,2731342,clade,Monodnaviria
1513248,2732092,kingdom,Shotokuvirae
1513248,2732415,phylum,Cossaviricota
1513248,2732421,class,Papovaviricetes
1513248,2732533,order,Zurhausenvirales
1513248,151340,family,Papillomaviridae
1513248,2169595,subfamily,Firstpapillomavirinae
1513248,1513239,genus,Dyolambdapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513249,1513249,species,Dyomupapillomavirus 1
1513249,10239,superkingdom,Viruses
1513249,2731342,clade,Monodnaviria
1513249,2732092,kingdom,Shotokuvirae
1513249,2732415,phylum,Cossaviricota
1513249,2732421,class,Papovaviricetes
1513249,2732533,order,Zurhausenvirales
1513249,151340,family,Papillomaviridae
1513249,2169595,subfamily,Firstpapillomavirinae
1513249,1513240,genus,Dyomupapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513250,1513250,species,Dyonupapillomavirus 1
1513250,10239,superkingdom,Viruses
1513250,2731342,clade,Monodnaviria
1513250,2732092,kingdom,Shotokuvirae
1513250,2732415,phylum,Cossaviricota
1513250,2732421,class,Papovaviricetes
1513250,2732533,order,Zurhausenvirales
1513250,151340,family,Papillomaviridae
1513250,2169595,subfamily,Firstpapillomavirinae
1513250,1513241,genus,Dyonupapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513251,1513251,species,Dyoomikronpapillomavirus 1
1513251,10239,superkingdom,Viruses
1513251,2731342,clade,Monodnaviria
1513251,2732092,kingdom,Shotokuvirae
1513251,2732415,phylum,Cossaviricota
1513251,2732421,class,Papovaviricetes
1513251,2732533,order,Zurhausenvirales
1513251,151340,family,Papillomaviridae
1513251,2169595,subfamily,Firstpapillomavirinae
1513251,1513242,genus,Dyoomikronpapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513252,1513252,species,Dyopipapillomavirus 1
1513252,10239,superkingdom,Viruses
1513252,2731342,clade,Monodnaviria
1513252,2732092,kingdom,Shotokuvirae
1513252,2732415,phylum,Cossaviricota
1513252,2732421,class,Papovaviricetes
1513252,2732533,order,Zurhausenvirales
1513252,151340,family,Papillomaviridae
1513252,2169595,subfamily,Firstpapillomavirinae
1513252,1513243,genus,Dyopipapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513253,1513253,species,Dyorhopapillomavirus 1
1513253,10239,superkingdom,Viruses
1513253,2731342,clade,Monodnaviria
1513253,2732092,kingdom,Shotokuvirae
1513253,2732415,phylum,Cossaviricota
1513253,2732421,class,Papovaviricetes
1513253,2732533,order,Zurhausenvirales
1513253,151340,family,Papillomaviridae
1513253,2169595,subfamily,Firstpapillomavirinae
1513253,1513244,genus,Dyorhopapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513254,1513254,species,Dyosigmapapillomavirus 1
1513254,10239,superkingdom,Viruses
1513254,2731342,clade,Monodnaviria
1513254,2732092,kingdom,Shotokuvirae
1513254,2732415,phylum,Cossaviricota
1513254,2732421,class,Papovaviricetes
1513254,2732533,order,Zurhausenvirales
1513254,151340,family,Papillomaviridae
1513254,2169595,subfamily,Firstpapillomavirinae
1513254,1513245,genus,Dyosigmapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513255,1513255,species,Dyoxipapillomavirus 1
1513255,10239,superkingdom,Viruses
1513255,2731342,clade,Monodnaviria
1513255,2732092,kingdom,Shotokuvirae
1513255,2732415,phylum,Cossaviricota
1513255,2732421,class,Papovaviricetes
1513255,2732533,order,Zurhausenvirales
1513255,151340,family,Papillomaviridae
1513255,2169595,subfamily,Firstpapillomavirinae
1513255,1513246,genus,Dyoxipapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513256,1513256,species,Gammapapillomavirus 11
1513256,10239,superkingdom,Viruses
1513256,2731342,clade,Monodnaviria
1513256,2732092,kingdom,Shotokuvirae
1513256,2732415,phylum,Cossaviricota
1513256,2732421,class,Papovaviricetes
1513256,2732533,order,Zurhausenvirales
1513256,151340,family,Papillomaviridae
1513256,2169595,subfamily,Firstpapillomavirinae
1513256,325455,genus,Gammapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513257,1513257,species,Gammapapillomavirus 12
1513257,10239,superkingdom,Viruses
1513257,2731342,clade,Monodnaviria
1513257,2732092,kingdom,Shotokuvirae
1513257,2732415,phylum,Cossaviricota
1513257,2732421,class,Papovaviricetes
1513257,2732533,order,Zurhausenvirales
1513257,151340,family,Papillomaviridae
1513257,2169595,subfamily,Firstpapillomavirinae
1513257,325455,genus,Gammapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513258,1513258,species,Gammapapillomavirus 13
1513258,10239,superkingdom,Viruses
1513258,2731342,clade,Monodnaviria
1513258,2732092,kingdom,Shotokuvirae
1513258,2732415,phylum,Cossaviricota
1513258,2732421,class,Papovaviricetes
1513258,2732533,order,Zurhausenvirales
1513258,151340,family,Papillomaviridae
1513258,2169595,subfamily,Firstpapillomavirinae
1513258,325455,genus,Gammapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513259,1513259,species,Gammapapillomavirus 14
1513259,10239,superkingdom,Viruses
1513259,2731342,clade,Monodnaviria
1513259,2732092,kingdom,Shotokuvirae
1513259,2732415,phylum,Cossaviricota
1513259,2732421,class,Papovaviricetes
1513259,2732533,order,Zurhausenvirales
1513259,151340,family,Papillomaviridae
1513259,2169595,subfamily,Firstpapillomavirinae
1513259,325455,genus,Gammapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513260,1513260,species,Gammapapillomavirus 15
1513260,10239,superkingdom,Viruses
1513260,2731342,clade,Monodnaviria
1513260,2732092,kingdom,Shotokuvirae
1513260,2732415,phylum,Cossaviricota
1513260,2732421,class,Papovaviricetes
1513260,2732533,order,Zurhausenvirales
1513260,151340,family,Papillomaviridae
1513260,2169595,subfamily,Firstpapillomavirinae
1513260,325455,genus,Gammapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513261,1513261,species,Gammapapillomavirus 16
1513261,10239,superkingdom,Viruses
1513261,2731342,clade,Monodnaviria
1513261,2732092,kingdom,Shotokuvirae
1513261,2732415,phylum,Cossaviricota
1513261,2732421,class,Papovaviricetes
1513261,2732533,order,Zurhausenvirales
1513261,151340,family,Papillomaviridae
1513261,2169595,subfamily,Firstpapillomavirinae
1513261,325455,genus,Gammapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513262,1513262,species,Gammapapillomavirus 17
1513262,10239,superkingdom,Viruses
1513262,2731342,clade,Monodnaviria
1513262,2732092,kingdom,Shotokuvirae
1513262,2732415,phylum,Cossaviricota
1513262,2732421,class,Papovaviricetes
1513262,2732533,order,Zurhausenvirales
1513262,151340,family,Papillomaviridae
1513262,2169595,subfamily,Firstpapillomavirinae
1513262,325455,genus,Gammapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513263,1513263,species,Gammapapillomavirus 18
1513263,10239,superkingdom,Viruses
1513263,2731342,clade,Monodnaviria
1513263,2732092,kingdom,Shotokuvirae
1513263,2732415,phylum,Cossaviricota
1513263,2732421,class,Papovaviricetes
1513263,2732533,order,Zurhausenvirales
1513263,151340,family,Papillomaviridae
1513263,2169595,subfamily,Firstpapillomavirinae
1513263,325455,genus,Gammapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513264,1513264,species,Gammapapillomavirus 19
1513264,10239,superkingdom,Viruses
1513264,2731342,clade,Monodnaviria
1513264,2732092,kingdom,Shotokuvirae
1513264,2732415,phylum,Cossaviricota
1513264,2732421,class,Papovaviricetes
1513264,2732533,order,Zurhausenvirales
1513264,151340,family,Papillomaviridae
1513264,2169595,subfamily,Firstpapillomavirinae
1513264,325455,genus,Gammapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513265,1513265,species,Gammapapillomavirus 20
1513265,10239,superkingdom,Viruses
1513265,2731342,clade,Monodnaviria
1513265,2732092,kingdom,Shotokuvirae
1513265,2732415,phylum,Cossaviricota
1513265,2732421,class,Papovaviricetes
1513265,2732533,order,Zurhausenvirales
1513265,151340,family,Papillomaviridae
1513265,2169595,subfamily,Firstpapillomavirinae
1513265,325455,genus,Gammapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513268,1513268,species,Deltapapillomavirus 6
1513268,10239,superkingdom,Viruses
1513268,2731342,clade,Monodnaviria
1513268,2732092,kingdom,Shotokuvirae
1513268,2732415,phylum,Cossaviricota
1513268,2732421,class,Papovaviricetes
1513268,2732533,order,Zurhausenvirales
1513268,151340,family,Papillomaviridae
1513268,2169595,subfamily,Firstpapillomavirinae
1513268,325454,genus,Deltapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513269,1513269,serotype,Canis familiaris papillomavirus 6
1513269,10239,superkingdom,Viruses
1513269,2731342,clade,Monodnaviria
1513269,2732092,kingdom,Shotokuvirae
1513269,2732415,phylum,Cossaviricota
1513269,2732421,class,Papovaviricetes
1513269,2732533,order,Zurhausenvirales
1513269,151340,family,Papillomaviridae
1513269,2169595,subfamily,Firstpapillomavirinae
1513269,325462,genus,Lambdapapillomavirus
1513269,1175854,species,Lambdapapillomavirus 3
QueryTaxID,TaxID,Rank,ScientificName
1513272,1513272,species,Lambdapapillomavirus 5
1513272,10239,superkingdom,Viruses
1513272,2731342,clade,Monodnaviria
1513272,2732092,kingdom,Shotokuvirae
1513272,2732415,phylum,Cossaviricota
1513272,2732421,class,Papovaviricetes
1513272,2732533,order,Zurhausenvirales
1513272,151340,family,Papillomaviridae
1513272,2169595,subfamily,Firstpapillomavirinae
1513272,325462,genus,Lambdapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513273,1513273,species,Xipapillomavirus 2
1513273,10239,superkingdom,Viruses
1513273,2731342,clade,Monodnaviria
1513273,2732092,kingdom,Shotokuvirae
1513273,2732415,phylum,Cossaviricota
1513273,2732421,class,Papovaviricetes
1513273,2732533,order,Zurhausenvirales
1513273,151340,family,Papillomaviridae
1513273,2169595,subfamily,Firstpapillomavirinae
1513273,333921,genus,Xipapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513274,1513274,species,Taupapillomavirus 2
1513274,10239,superkingdom,Viruses
1513274,2731342,clade,Monodnaviria
1513274,2732092,kingdom,Shotokuvirae
1513274,2732415,phylum,Cossaviricota
1513274,2732421,class,Papovaviricetes
1513274,2732533,order,Zurhausenvirales
1513274,151340,family,Papillomaviridae
1513274,2169595,subfamily,Firstpapillomavirinae
1513274,934799,genus,Taupapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513275,1513275,species,Upsilonpapillomavirus 3
1513275,10239,superkingdom,Viruses
1513275,2731342,clade,Monodnaviria
1513275,2732092,kingdom,Shotokuvirae
1513275,2732415,phylum,Cossaviricota
1513275,2732421,class,Papovaviricetes
1513275,2732533,order,Zurhausenvirales
1513275,151340,family,Papillomaviridae
1513275,2169595,subfamily,Firstpapillomavirinae
1513275,936058,genus,Upsilonpapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1513276,1513276,species,Chipapillomavirus 3
1513276,10239,superkingdom,Viruses
1513276,2731342,clade,Monodnaviria
1513276,2732092,kingdom,Shotokuvirae
1513276,2732415,phylum,Cossaviricota
1513276,2732421,class,Papovaviricetes
1513276,2732533,order,Zurhausenvirales
1513276,151340,family,Papillomaviridae
1513276,2169595,subfamily,Firstpapillomavirinae
1513276,934800,genus,Chipapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
151340,151340,family,Papillomaviridae
151340,10239,superkingdom,Viruses
151340,2731342,clade,Monodnaviria
151340,2732092,kingdom,Shotokuvirae
151340,2732415,phylum,Cossaviricota
151340,2732421,class,Papovaviricetes
151340,2732533,order,Zurhausenvirales
QueryTaxID,TaxID,Rank,ScientificName
1542134,1542134,serotype,Human papillomavirus 197
1542134,10239,superkingdom,Viruses
1542134,2731342,clade,Monodnaviria
1542134,2732092,kingdom,Shotokuvirae
1542134,2732415,phylum,Cossaviricota
1542134,2732421,class,Papovaviricetes
1542134,2732533,order,Zurhausenvirales
1542134,151340,family,Papillomaviridae
1542134,2169595,subfamily,Firstpapillomavirinae
1542134,325455,genus,Gammapapillomavirus
1542134,1961681,species,Gammapapillomavirus 24
QueryTaxID,TaxID,Rank,ScientificName
1545700,1545700,serotype,Human papillomavirus 199
1545700,10239,superkingdom,Viruses
1545700,2731342,clade,Monodnaviria
1545700,2732092,kingdom,Shotokuvirae
1545700,2732415,phylum,Cossaviricota
1545700,2732421,class,Papovaviricetes
1545700,2732533,order,Zurhausenvirales
1545700,151340,family,Papillomaviridae
1545700,2169595,subfamily,Firstpapillomavirinae
1545700,325455,genus,Gammapapillomavirus
1545700,1513257,species,Gammapapillomavirus 12
QueryTaxID,TaxID,Rank,ScientificName
1619253,1619253,serotype,Canis familiaris papillomavirus 16
1619253,10239,superkingdom,Viruses
1619253,2731342,clade,Monodnaviria
1619253,2732092,kingdom,Shotokuvirae
1619253,2732415,phylum,Cossaviricota
1619253,2732421,class,Papovaviricetes
1619253,2732533,order,Zurhausenvirales
1619253,151340,family,Papillomaviridae
1619253,2169595,subfamily,Firstpapillomavirinae
1619253,934800,genus,Chipapillomavirus
1619253,1177759,species,Chipapillomavirus 2
QueryTaxID,TaxID,Rank,ScientificName
1638953,1638953,species,Papillomavirus Mystacina/New Zealand/2013/1
1638953,10239,superkingdom,Viruses
1638953,2731342,clade,Monodnaviria
1638953,2732092,kingdom,Shotokuvirae
1638953,2732415,phylum,Cossaviricota
1638953,2732421,class,Papovaviricetes
1638953,2732533,order,Zurhausenvirales
1638953,151340,family,Papillomaviridae
1638953,333774,no rank,unclassified Papillomaviridae
1638953,333938,clade,non-primate mammal papillomaviruses
QueryTaxID,TaxID,Rank,ScientificName
1638954,1638954,species,Papillomavirus Mystacina/New Zealand/2013/3
1638954,10239,superkingdom,Viruses
1638954,2731342,clade,Monodnaviria
1638954,2732092,kingdom,Shotokuvirae
1638954,2732415,phylum,Cossaviricota
1638954,2732421,class,Papovaviricetes
1638954,2732533,order,Zurhausenvirales
1638954,151340,family,Papillomaviridae
1638954,333774,no rank,unclassified Papillomaviridae
1638954,333938,clade,non-primate mammal papillomaviruses
QueryTaxID,TaxID,Rank,ScientificName
1647924,1647924,species,Human papillomavirus KC5
1647924,10239,superkingdom,Viruses
1647924,2731342,clade,Monodnaviria
1647924,2732092,kingdom,Shotokuvirae
1647924,2732415,phylum,Cossaviricota
1647924,2732421,class,Papovaviricetes
1647924,2732533,order,Zurhausenvirales
1647924,151340,family,Papillomaviridae
1647924,2169595,subfamily,Firstpapillomavirinae
1647924,325455,genus,Gammapapillomavirus
1647924,735504,no rank,unclassified Gammapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1650736,1650736,serotype,Human papillomavirus 204
1650736,10239,superkingdom,Viruses
1650736,2731342,clade,Monodnaviria
1650736,2732092,kingdom,Shotokuvirae
1650736,2732415,phylum,Cossaviricota
1650736,2732421,class,Papovaviricetes
1650736,2732533,order,Zurhausenvirales
1650736,151340,family,Papillomaviridae
1650736,2169595,subfamily,Firstpapillomavirinae
1650736,334202,genus,Mupapillomavirus
1650736,1961783,species,Mupapillomavirus 3
QueryTaxID,TaxID,Rank,ScientificName
1671798,1671798,serotype,Human papillomavirus type 54
1671798,10239,superkingdom,Viruses
1671798,2731342,clade,Monodnaviria
1671798,2732092,kingdom,Shotokuvirae
1671798,2732415,phylum,Cossaviricota
1671798,2732421,class,Papovaviricetes
1671798,2732533,order,Zurhausenvirales
1671798,151340,family,Papillomaviridae
1671798,2169595,subfamily,Firstpapillomavirinae
1671798,333750,genus,Alphapapillomavirus
1671798,333766,species,Alphapapillomavirus 13
QueryTaxID,TaxID,Rank,ScientificName
1679502,1679502,species,Feline papillomavirus type 3
1679502,10239,superkingdom,Viruses
1679502,2731342,clade,Monodnaviria
1679502,2732092,kingdom,Shotokuvirae
1679502,2732415,phylum,Cossaviricota
1679502,2732421,class,Papovaviricetes
1679502,2732533,order,Zurhausenvirales
1679502,151340,family,Papillomaviridae
1679502,2169595,subfamily,Firstpapillomavirinae
1679502,934799,genus,Taupapillomavirus
1679502,1336599,no rank,unclassified Taupapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1682339,1682339,serotype,human papillomavirus 200
1682339,10239,superkingdom,Viruses
1682339,2731342,clade,Monodnaviria
1682339,2732092,kingdom,Shotokuvirae
1682339,2732415,phylum,Cossaviricota
1682339,2732421,class,Papovaviricetes
1682339,2732533,order,Zurhausenvirales
1682339,151340,family,Papillomaviridae
1682339,2169595,subfamily,Firstpapillomavirinae
1682339,325455,genus,Gammapapillomavirus
1682339,333928,species,Gammapapillomavirus 2
QueryTaxID,TaxID,Rank,ScientificName
1682340,1682340,serotype,Human papillomavirus 201
1682340,10239,superkingdom,Viruses
1682340,2731342,clade,Monodnaviria
1682340,2732092,kingdom,Shotokuvirae
1682340,2732415,phylum,Cossaviricota
1682340,2732421,class,Papovaviricetes
1682340,2732533,order,Zurhausenvirales
1682340,151340,family,Papillomaviridae
1682340,2169595,subfamily,Firstpapillomavirinae
1682340,325455,genus,Gammapapillomavirus
1682340,2169902,species,Gammapapillomavirus 27
QueryTaxID,TaxID,Rank,ScientificName
1682341,1682341,serotype,Human papillomavirus 202
1682341,10239,superkingdom,Viruses
1682341,2731342,clade,Monodnaviria
1682341,2732092,kingdom,Shotokuvirae
1682341,2732415,phylum,Cossaviricota
1682341,2732421,class,Papovaviricetes
1682341,2732533,order,Zurhausenvirales
1682341,151340,family,Papillomaviridae
1682341,2169595,subfamily,Firstpapillomavirinae
1682341,325455,genus,Gammapapillomavirus
1682341,1513256,species,Gammapapillomavirus 11
QueryTaxID,TaxID,Rank,ScientificName
171370,171370,serotype,human papillomavirus 86
171370,10239,superkingdom,Viruses
171370,2731342,clade,Monodnaviria
171370,2732092,kingdom,Shotokuvirae
171370,2732415,phylum,Cossaviricota
171370,2732421,class,Papovaviricetes
171370,2732533,order,Zurhausenvirales
171370,151340,family,Papillomaviridae
171370,2169595,subfamily,Firstpapillomavirinae
171370,333750,genus,Alphapapillomavirus
171370,333767,species,Alphapapillomavirus 3
QueryTaxID,TaxID,Rank,ScientificName
1717207,1717207,species,Papillomavirus PREDICT_PapV-1
1717207,10239,superkingdom,Viruses
1717207,2731342,clade,Monodnaviria
1717207,2732092,kingdom,Shotokuvirae
1717207,2732415,phylum,Cossaviricota
1717207,2732421,class,Papovaviricetes
1717207,2732533,order,Zurhausenvirales
1717207,151340,family,Papillomaviridae
1717207,333774,no rank,unclassified Papillomaviridae
QueryTaxID,TaxID,Rank,ScientificName
173087,173087,clade,Human papillomavirus types
173087,10239,superkingdom,Viruses
173087,2731342,clade,Monodnaviria
173087,2732092,kingdom,Shotokuvirae
173087,2732415,phylum,Cossaviricota
173087,2732421,class,Papovaviricetes
173087,2732533,order,Zurhausenvirales
173087,151340,family,Papillomaviridae
173087,333774,no rank,unclassified Papillomaviridae
QueryTaxID,TaxID,Rank,ScientificName
1747359,1747359,serotype,Cervus elaphus papillomavirus 2
1747359,10239,superkingdom,Viruses
1747359,2731342,clade,Monodnaviria
1747359,2732092,kingdom,Shotokuvirae
1747359,2732415,phylum,Cossaviricota
1747359,2732421,class,Papovaviricetes
1747359,2732533,order,Zurhausenvirales
1747359,151340,family,Papillomaviridae
1747359,2169595,subfamily,Firstpapillomavirinae
1747359,333921,genus,Xipapillomavirus
1747359,2170256,species,Xipapillomavirus 5
QueryTaxID,TaxID,Rank,ScientificName
1747360,1747360,serotype,Pudu puda papillomavirus 1
1747360,10239,superkingdom,Viruses
1747360,2731342,clade,Monodnaviria
1747360,2732092,kingdom,Shotokuvirae
1747360,2732415,phylum,Cossaviricota
1747360,2732421,class,Papovaviricetes
1747360,2732533,order,Zurhausenvirales
1747360,151340,family,Papillomaviridae
1747360,2169595,subfamily,Firstpapillomavirinae
1747360,1513238,genus,Dyokappapapillomavirus
1747360,2169880,species,Dyokappapapillomavirus 5
QueryTaxID,TaxID,Rank,ScientificName
1756445,1756445,serotype,Rattus norvegicus papillomavirus 3
1756445,10239,superkingdom,Viruses
1756445,2731342,clade,Monodnaviria
1756445,2732092,kingdom,Shotokuvirae
1756445,2732415,phylum,Cossaviricota
1756445,2732421,class,Papovaviricetes
1756445,2732533,order,Zurhausenvirales
1756445,151340,family,Papillomaviridae
1756445,2169595,subfamily,Firstpapillomavirinae
1756445,325456,genus,Iotapapillomavirus
1756445,10567,species,Iotapapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
1765002,1765002,species,Bovine papillomavirus 32B
1765002,10239,superkingdom,Viruses
1765002,2731342,clade,Monodnaviria
1765002,2732092,kingdom,Shotokuvirae
1765002,2732415,phylum,Cossaviricota
1765002,2732421,class,Papovaviricetes
1765002,2732533,order,Zurhausenvirales
1765002,151340,family,Papillomaviridae
1765002,333774,no rank,unclassified Papillomaviridae
1765002,333938,clade,non-primate mammal papillomaviruses
QueryTaxID,TaxID,Rank,ScientificName
1765003,1765003,species,Bovine papillomavirus 7Z
1765003,10239,superkingdom,Viruses
1765003,2731342,clade,Monodnaviria
1765003,2732092,kingdom,Shotokuvirae
1765003,2732415,phylum,Cossaviricota
1765003,2732421,class,Papovaviricetes
1765003,2732533,order,Zurhausenvirales
1765003,151340,family,Papillomaviridae
1765003,333774,no rank,unclassified Papillomaviridae
1765003,333938,clade,non-primate mammal papillomaviruses
QueryTaxID,TaxID,Rank,ScientificName
1778550,1778550,serotype,Canis familiaris papillomavirus 17
1778550,10239,superkingdom,Viruses
1778550,2731342,clade,Monodnaviria
1778550,2732092,kingdom,Shotokuvirae
1778550,2732415,phylum,Cossaviricota
1778550,2732421,class,Papovaviricetes
1778550,2732533,order,Zurhausenvirales
1778550,151340,family,Papillomaviridae
1778550,2169595,subfamily,Firstpapillomavirinae
1778550,934799,genus,Taupapillomavirus
1778550,1176148,species,Taupapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
1784959,1784959,serotype,Alouatta guariba papillomavirus 1
1784959,10239,superkingdom,Viruses
1784959,2731342,clade,Monodnaviria
1784959,2732092,kingdom,Shotokuvirae
1784959,2732415,phylum,Cossaviricota
1784959,2732421,class,Papovaviricetes
1784959,2732533,order,Zurhausenvirales
1784959,151340,family,Papillomaviridae
1784959,2169595,subfamily,Firstpapillomavirinae
1784959,1513242,genus,Dyoomikronpapillomavirus
1784959,1513251,species,Dyoomikronpapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
1816242,1816242,serotype,Canis familiaris papillomavirus 18
1816242,10239,superkingdom,Viruses
1816242,2731342,clade,Monodnaviria
1816242,2732092,kingdom,Shotokuvirae
1816242,2732415,phylum,Cossaviricota
1816242,2732421,class,Papovaviricetes
1816242,2732533,order,Zurhausenvirales
1816242,151340,family,Papillomaviridae
1816242,2169595,subfamily,Firstpapillomavirinae
1816242,934800,genus,Chipapillomavirus
1816242,1177758,species,Chipapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
181667,181667,species,Lambdapapillomavirus 1
181667,10239,superkingdom,Viruses
181667,2731342,clade,Monodnaviria
181667,2732092,kingdom,Shotokuvirae
181667,2732415,phylum,Cossaviricota
181667,2732421,class,Papovaviricetes
181667,2732533,order,Zurhausenvirales
181667,151340,family,Papillomaviridae
181667,2169595,subfamily,Firstpapillomavirinae
181667,325462,genus,Lambdapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1816787,1816787,serotype,Macaca fuscata papillomavirus 1
1816787,10239,superkingdom,Viruses
1816787,2731342,clade,Monodnaviria
1816787,2732092,kingdom,Shotokuvirae
1816787,2732415,phylum,Cossaviricota
1816787,2732421,class,Papovaviricetes
1816787,2732533,order,Zurhausenvirales
1816787,151340,family,Papillomaviridae
1816787,2169595,subfamily,Firstpapillomavirinae
1816787,333750,genus,Alphapapillomavirus
1816787,10570,species,Alphapapillomavirus 12
QueryTaxID,TaxID,Rank,ScientificName
1820157,1820157,species,Lambdapapillomavirus Sask1
1820157,10239,superkingdom,Viruses
1820157,2731342,clade,Monodnaviria
1820157,2732092,kingdom,Shotokuvirae
1820157,2732415,phylum,Cossaviricota
1820157,2732421,class,Papovaviricetes
1820157,2732533,order,Zurhausenvirales
1820157,151340,family,Papillomaviridae
1820157,2169595,subfamily,Firstpapillomavirinae
1820157,325462,genus,Lambdapapillomavirus
1820157,1104916,no rank,unclassified Lambdapapillomavirus
QueryTaxID,TaxID,Rank,ScientificName
1843776,1843776,serotype,Canis familiaris papillomavirus 20
1843776,10239,superkingdom,Viruses
1843776,2731342,clade,Monodnaviria
1843776,2732092,kingdom,Shotokuvirae
1843776,2732415,phylum,Cossaviricota
1843776,2732421,class,Papovaviricetes
1843776,2732533,order,Zurhausenvirales
1843776,151340,family,Papillomaviridae
1843776,2169595,subfamily,Firstpapillomavirinae
1843776,934800,genus,Chipapillomavirus
1843776,1177758,species,Chipapillomavirus 1
QueryTaxID,TaxID,Rank,ScientificName
1846251,1846251,no rank,Papillomavirus JL74
1846251,10239,superkingdom,Viruses
1846251,2731342,clade,Monodnaviria
1846251,2732092,kingdom,Shotokuvirae
1846251,2732415,phylum,Cossaviricota
1846251,2732421,class,Papovaviricetes
1846251,2732533,order,Zurhausenvirales
1846251,151340,family,Papillomaviridae
1846251,2169595,subfamily,Firstpapillomavirinae
1846251,325455,genus,Gammapapillomavirus
1846251,1513258,species,Gammapapillomavirus 13
1846251,931209,serotype,human papillomavirus 128
QueryTaxID,TaxID,Rank,ScientificName
1851122,1851122,serotype,Human papillomavirus type 176
1851122,10239,superkingdom,Viruses
1851122,2731342,clade,Monodnaviria
1851122,2732092,kingdom,Shotokuvirae
1851122,2732415,phylum,Cossaviricota
1851122,2732421,class,Papovaviricetes
1851122,2732533,order,Zurhausenvirales
1851122,151340,family,Papillomaviridae
1851122,2169595,subfamily,Firstpapillomavirinae
1851122,325455,genus,Gammapapillomavirus
1851122,1175850,species,Gammapapillomavirus 8
QueryTaxID,TaxID,Rank,ScientificName
1851123,1851123,serotype,Human papillomavirus type 177
1851123,10239,superkingdom,Viruses
1851123,2731342,clade,Monodnaviria
1851123,2732092,kingdom,Shotokuvirae
1851123,2732415,phylum,Cossaviricota
1851123,2732421,class,Papovaviricetes
1851123,2732533,order,Zurhausenvirales
1851123,151340,family,Papillomaviridae
1851123,2169595,subfamily,Firstpapillomavirinae
1851123,333750,genus,Alphapapillomavirus
1851123,337049,species,Alphapapillomavirus 11
QueryTaxID,TaxID,Rank,ScientificName
1851124,1851124,serotype,Human papillomavirus 181
1851124,10239,superkingdom,Viruses
1851124,2731342,clade,Monodnaviria
1851124,2732092,kingdom,Shotokuvirae
1851124,2732415,phylum,Cossaviricota
1851124,2732421,class,Papovaviricetes
1851124,2732533,order,Zurhausenvirales
1851124,151340,family,Papillomaviridae
1851124,2169595,subfamily,Firstpapillomavirinae
1851124,325455,genus,Gammapapillomavirus
1851124,1513256,species,Gammapapillomavirus 11
